"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"258","Ainias Smith (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"259","Parker Washington (JAC)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.5%"
"260","Troy Franklin (DEN)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","3.7%"
"261","Jordan Addison (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77.1%"
"262","Ramel Keyton (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"263","Kevin Austin Jr. (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"264","Skyy Moore (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"265","Josh Downs (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","63.4%"
"266","Dareke Young (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"267","Montrell Washington (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"268","Tyreik McAllister (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"269","Dennis Houston (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"270","Kendric Pryor (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"271","Irvin Charles (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"272","Xavier Weaver (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"273","Velus Jones Jr. (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"274","Jalen Virgil (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"275","Danny Gray (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"276","Johnny Johnson III (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"277","Tay Martin (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"278","Justin Shorter (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"279","Deven Thompkins (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"280","Braylon Sanders (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"281","Brandon Johnson (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"282","Mitchell Tinsley (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"283","A.T. Perry (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.3%"
"284","Robert Woods (HOU)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.4%"
"285","Keenan Allen (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70.3%"
"286","Patrick Edwards (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"287","Allen Robinson II (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"288","Odell Beckham Jr. (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.7%"
"289","Jordan Matthews (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"290","Kenny McKinley (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"291","Mike Furrey (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"292","Maurice Purify (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"293","Nate Hughes (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"294","Marko Mitchell (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"295","Bobby Wade (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"296","Chris Henry (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"297","Demario Ballard (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"298","Rod Harper (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"299","Sam Giguere (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"300","Zach Pascal (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"301","Justin Hardee Sr. (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"302","Kendrick Bourne (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.1%"
"303","David Moore (CAR)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"304","John Ross (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"305","JuJu Smith-Schuster (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","9.0%"
"306","Zay Jones (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8%"
"307","Jamal Agnew (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"308","Mack Hollins (BUF)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.9%"
"309","Trent Taylor (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"310","Keith Kirkwood (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"311","A.J. Brown (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.6%"
"312","N'Keal Harry (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"313","Marquise Brown (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26.4%"
"314","Kelvin Harmon (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"315","KhaDarel Hodge (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"316","Cedrick Wilson Jr. (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.8%"
"317","Deon Cain (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"318","Dante Pettis (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"319","Braxton Berrios (MIA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"320","DJ Chark Jr. (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.1%"
"321","River Cracraft (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"322","Anthony Miller (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"323","Alex McGough (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"324","Russell Gage (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"325","Equanimeous St. Brown (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"326","Marquez Valdes-Scantling (NO)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","17.7%"
"327","Phillip Dorsett II (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"328","Jamison Crowder (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"329","Chris Moore (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"330","Laquon Treadwell (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"331","Sterling Shepard (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.2%"
"332","Christian Kirk (JAC)","1","3","-1","-1.0","0","0","0","0","0","0","0","1","-0.1","-0.1","48.4%"
""
""
