"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"260","Skyy Moore (KC)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"261","Danny Gray (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"262","Velus Jones Jr. (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"263","Jalen Virgil (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"264","Tay Martin (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"265","Xavier Weaver (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"266","Deven Thompkins (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"267","Justin Shorter (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"268","Mitchell Tinsley (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"269","Braylon Sanders (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"270","Johnny Johnson III (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"271","Brandon Johnson (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"272","Britain Covey (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"273","A.T. Perry (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.3%"
"274","Marquise Brown (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26.4%"
"275","Robert Woods (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"276","Keenan Allen (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70.3%"
"277","Patrick Edwards (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"278","Allen Robinson II (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"279","Odell Beckham Jr. (MIA)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","3.7%"
"280","Jordan Matthews (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"281","Brandin Cooks (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20.3%"
"282","N'Keal Harry (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"283","Kenny McKinley (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"284","Mike Furrey (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"285","Maurice Purify (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"286","Nate Hughes (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"287","Marko Mitchell (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"288","Bobby Wade (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"289","Chris Henry (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"290","Demario Ballard (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"291","Rod Harper (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"292","Sam Giguere (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"293","Justin Hardee Sr. (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"294","David Moore (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"295","Zach Pascal (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"296","John Ross (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"297","JuJu Smith-Schuster (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","9.0%"
"298","Zay Jones (ARI)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.8%"
"299","Cooper Kupp (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.7%"
"300","Curtis Samuel (BUF)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","10.9%"
"301","Jamal Agnew (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"302","Trent Taylor (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"303","Josh Reynolds (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.3%"
"304","Mack Hollins (BUF)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.9%"
"305","Brandon Powell (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"306","Trent Sherfield Sr. (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"307","Keith Kirkwood (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"308","KhaDarel Hodge (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"309","DJ Moore (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","94.0%"
"310","Deon Cain (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"311","Dante Pettis (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"312","Anthony Miller (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"313","Braxton Berrios (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"314","Courtland Sutton (DEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","85.9%"
"315","River Cracraft (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"316","DJ Chark Jr. (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.1%"
"317","Russell Gage (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"318","Alex McGough (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"319","Equanimeous St. Brown (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"320","Marquez Valdes-Scantling (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17.7%"
"321","DeAndre Carter (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"322","Chris Conley (SF)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"323","Phillip Dorsett II (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"324","Jamison Crowder (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"325","Adam Thielen (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31.7%"
"326","Laquon Treadwell (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"327","DeVonta Smith (PHI)","1","2","-2","-2.0","0","0","0","0","0","0","0","1","-0.2","-0.2","95.6%"
"328","DeAndre Hopkins (KC)","1","1","-2","-2.0","6","0","0","0","0","0","0","1","-0.2","-0.2","89.4%"
"329","Jameson Williams (DET)","1","1","-4","-4.0","0","0","0","0","0","0","0","1","-0.4","-0.4","82.6%"
""
""
