"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"21","Jameis Winston (CLE)","26","46","56.5","235","5.1","1","3","6","5","27","0","0","1","13.1","13.1","13.1%"
"22","Dak Prescott (DAL)","18","24","75.0","133","5.5","1","0","3","3","30","0","0","1","12.3","12.3","61.0%"
"23","Jordan Love (GB)","23","39","59.0","273","7.0","0","1","0","3","0","0","0","1","11.9","11.9","88.1%"
"24","C.J. Stroud (HOU)","11","30","36.7","191","6.4","0","0","8","8","59","0","1","1","11.5","11.5","93.6%"
"25","Cooper Rush (DAL)","13","25","52.0","115","4.6","1","0","0","1","4","0","0","1","11.0","11.0","4.2%"
"26","Bryce Young (CAR)","16","26","61.5","171","6.6","1","1","1","4","9","0","0","1","10.7","10.7","5.2%"
"27","Jared Goff (DET)","18","22","81.8","145","6.6","1","0","1","3","-2","0","0","1","9.6","9.6","79.5%"
"28","Caleb Williams (CHI)","22","41","53.7","217","5.3","0","0","6","4","5","0","0","1","9.2","9.2","51.0%"
"29","Desmond Ridder (LV)","11","16","68.8","74","4.6","1","0","4","1","2","0","1","1","5.2","5.2","0.1%"
"30","Kyler Murray (ARI)","13","20","65.0","154","7.7","0","0","3","2","6","0","1","1","4.8","4.8","94.5%"
"31","Joe Flacco (IND)","16","27","59.3","179","6.6","0","1","3","2","-1","0","1","1","4.1","4.1","6.4%"
"32","Gardner Minshew II (LV)","10","17","58.8","124","7.3","0","0","1","1","0","0","1","1","3.0","3.0","5.3%"
"33","Josh Johnson (BAL)","0","0","0","0","0","0","0","0","3","2","0","0","1","0.2","0.2","0.1%"
"34","Zach Wilson (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"35","Kenny Pickett (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"36","Davis Mills (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"37","Brock Purdy (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91.5%"
"38","Justin Fields (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11.1%"
"39","Kyle Trask (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"40","Sam Ehlinger (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"41","Jake Fromm (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"42","Tyler Huntley (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"43","Shane Buechele (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"44","Sean Clifford (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"45","Feleipe Franks (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"46","Trey Lance (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"47","Dorian Thompson-Robinson (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"48","Mac Jones (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8%"
"49","Michael Pratt (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"50","Clayton Tune (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"51","Tanner Mordecai (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"52","Tyson Bagent (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"53","Chris Oladokun (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"54","Devin Leary (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"55","Jake Haener (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"56","Tanner McKee (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"57","Austin Reed (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"58","Carter Bradley (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"59","Jack Plummer (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"60","Jason Bean (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"61","John Rhys Plumlee (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"62","Jordan Travis (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"63","Tommy DeVito (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.0%"
"64","Joe Milton III (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"65","Anthony Richardson (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62.6%"
"66","Spencer Rattler (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"67","Kedon Slovis (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"68","Michael Penix Jr. (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"69","Will Levis (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.4%"
"70","Malik Cunningham (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"71","J.J. McCarthy (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"72","Adrian Martinez (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"73","Sam Howell (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3%"
"74","Skylar Thompson (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"75","Aidan O'Connell (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.6%"
"76","Hendon Hooker (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"77","Sam Hartman (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"78","Anthony Brown Jr. (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"79","Malik Willis (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"80","Stetson Bennett (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"81","Bailey Zappe (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"82","Jaren Hall (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"83","Tyrod Taylor (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"84","Andy Dalton (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.1%"
"85","Ben Chappell (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"86","Adam Froman (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"87","Erik Ainge (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"88","Hunter Cantwell (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"89","Russell Wilson (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38.3%"
"90","Case Keenum (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"91","Logan Woodside (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"92","Taysom Hill (NO)","0","1","0.0","0","0.0","0","0","0","5","19","1","0","1","0.0","0.0","45.2%"
"93","Mike White (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"94","Mitchell Trubisky (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"95","Deshaun Watson (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.6%"
"96","Nathan Peterman (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"97","Joshua Dobbs (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"98","C.J. Beathard (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"99","Nick Mullens (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"100","Easton Stick (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"101","Jarrett Stidham (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"102","Brett Rypien (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"103","Alex McGough (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","Tim Boyle (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"105","Kyle Allen (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"106","Drew Lock (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"107","Will Grier (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"108","Marcus Mariota (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"109","Jimmy Garoppolo (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"110","Brett Smith (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"111","Taylor Heinicke (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"112","Jeff Driskel (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"113","Jacoby Brissett (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.4%"
"114","Brandon Allen (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.1%"
"115","Carson Wentz (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"116","Trevor Siemian (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","Jake Browning (CIN)","0","0","0","0","0","0","0","0","1","-1","0","0","1","-0.1","-0.1","0.6%"
""
""
